UMAP_1,UMAP_2
-8.23626202541706,-0.0404377323358722
1.92886715930584,-1.48324451267416
-0.349099772156451,5.56351676166361
-5.72312754589436,0.239258195760899
-0.295030767203543,-0.195717286762542
-7.76474446255085,1.26111366927927
-6.07370346981404,0.06284875750845
3.26887756389263,-3.13662609874899
-6.86472386318562,-1.51864871799643
-1.30948275524494,-1.53108999550039
-9.25835102993366,0.619322921636754
1.55971032184246,-3.01192912876303
2.59309345286968,-4.80956921398336
-6.00171870190022,1.07754161536997
-6.52260226208088,-1.79228064834768
-0.288542414189551,6.84168830097025
-7.4480444808614,1.35313918769663
4.0098674873698,-0.660301838514156
-0.00733725923416359,3.20066633403605
-4.21710652309773,-0.273904178735561
-6.53588074642536,-1.83208057701284
-1.77220040756581,4.87580266177958
-9.23792237240193,1.20610943019693
-0.901849927486155,3.88538375079935
-6.08248251873371,-0.497873429652996
-6.96134346920368,-1.28128943264181
0.93303268951061,-2.60182914554769
-1.01166212755558,4.1417809981138
3.69489460986736,1.10765078246897
2.09868818324688,0.405261422994786
3.52261978191021,0.50396218478983
-6.99190682369587,-1.66013333618338
-5.77887171703694,-0.825835500356502
-9.46368664699909,1.32249751270121
-8.05886191326496,0.0389240342408948
2.46522241634014,4.56394114673441
0.858685908733633,5.80316271961039
-0.908140422881815,-0.940260325071163
4.01382523578289,-3.04950675785238
6.09158021014812,0.360348786714726
1.44181364577892,-5.5591410142153
2.74212342303875,-3.40874943554098
-7.66217774349568,1.07255842864817
0.401345310627248,-0.694306765195674
-0.723250152648661,6.15041318118876
2.43735414546612,-2.54294166385824
-1.45862454372761,5.43957772434061
4.960943518101,0.819658305051976
-1.1876969953191,3.88697495639627
-6.35654467541096,0.910580303075962
-6.98013323742268,-1.65063533603842
1.04039817851665,-2.90544686138327
-6.93002957302448,-1.32651231109793
3.80924802821758,-2.27381286441977
-6.23416966396687,-1.82539198219473
0.3243782500613,6.80524363696879
-6.65867823559162,0.726038064363652
5.39139443439129,0.0213979887992673
3.06145912212017,0.863130177858525
0.28832495015743,-5.42817530452902
0.837759671627309,4.76222624957865
4.55734044116619,1.34708037555521
-7.64502924877522,1.20653679549997
5.23396092456463,0.448883499506169
-1.31473785835621,6.36276068866556
-5.3421661277425,-0.908823047277278
2.60219865840557,4.8927542227537
1.93960696262005,1.12562766254252
-0.859678031982157,5.21942057788675
-6.29026812511799,-0.272113714811153
-0.111674154282782,-0.169692293253488
-4.60786313015339,-1.68561372577841
-1.49886316257832,5.94709458530253
-0.567701282085154,6.65188231647318
-6.40470141369221,-0.826374922391719
-6.65852421718952,-1.23890409290487
3.1967206577647,-5.35473189174826
4.50949269336345,-2.03528723537619
-0.103548931063387,-0.244244929847068
-0.190711412684295,4.91327920139139
5.89288502734783,-0.274354968663997
6.96291285556438,-0.473646138307399
-7.35155791241047,1.60652115524118
-4.70052164989826,-1.67663488208944
3.57540970843914,-0.921793554422206
0.345644174038198,-0.766055498716182
-7.34100216823933,-0.255889002677745
-1.92896241146443,3.40813889682596
2.79428392451885,-3.17012486278707
-5.81428784328816,-0.230145719346351
-7.5098554511678,-1.45921919166738
-0.10059381473181,5.12247386157816
0.368770120559957,4.65535988986796
-0.0915049483191703,-5.03605780422384
-7.04616993862507,-0.601595137712307
-6.53310030895588,-1.2958386880129
2.31051021617534,-2.13376841365988
-6.6773974319112,-0.028282996711082
-6.1471788306844,1.18007030666178
0.203113404928472,-4.72572073757345
-0.86933285194752,0.212932791116887
0.0594764928210046,0.497010256651097
-8.91750687557575,1.54046061218088
-6.56938094097492,-0.400983099338359
2.28766327899578,-1.19207141220266
-9.16545075374958,0.497915651205235
-8.48097104030964,2.0547985094816
-7.16336745220539,-1.60301158249075
6.51692610782268,-0.182097323682851
-7.87262600857136,1.01850059211557
-2.44384783703205,3.82190766513651
-1.07165914970753,6.48936190784281
-0.115704441548559,5.0487805861265
0.865786610065725,-0.487206373807735
-1.63130599457142,5.06068244159525
0.30564108294132,6.63482251346415
0.840648827968862,5.00316252887552
6.17215901416424,-0.096123734933085
0.894567189632681,-1.76724538623983
-6.8146626372945,-1.76153168499166
3.87040072482708,-4.35438666164572
-4.27175635296223,-1.98787305175955
1.583701787411,1.83223881900614
6.92967968982342,-0.553653482791729
-4.9914957900655,-1.17493483841116
1.84720879596355,0.0656252759725384
5.93787699741009,0.246510441902333
-6.32923430401203,0.14023372114008
1.10555547279003,4.69148173511332
-5.74771517711994,0.424298550489598
0.680723784385946,-4.91535553753073
5.31664877933147,0.134903367164784
2.61136537593487,-2.71617755710775
1.04957312148693,-2.68642196476156
-7.65797203976032,1.33714499652689
-9.1454378982198,0.239135559204274
-1.1223865767133,6.56702914417093
-5.7682234664571,0.856495406034642
2.18039446872356,-6.25507054149801
-5.6559039970052,0.225657458904438
2.24085289043072,-1.26887509643728
2.62960487407329,-1.57109281837637
2.3595088104594,-1.37445053875143
-8.90050381618855,1.02376094043558
4.0378010849345,-4.29123959362204
2.46738987964275,-3.60016331493551
-7.49553030926106,-0.766819391843624
-8.03679102856037,1.84047892272776
-4.88272065121052,-1.87220189392263
-8.03002757030842,1.48616936385935
2.91919809383037,-1.88170490085775
-5.54338616329548,-1.34674129306967
-8.96942967373249,1.48450699031656
-6.27319830852864,1.05033114135569
1.77350729507091,-4.6890557748049
-7.82985705334065,0.140109564665013
4.02018052142742,-3.84907183468039
-0.301801474870417,-1.1526810866564
0.78216713470104,5.92412676990336
5.96794396442058,0.623330439928227
-4.58495778042195,-1.73276636421377
-1.51780408817646,4.00430646121805
3.90351754230144,1.22656622112101
-5.8463107963216,-1.11162874519522
4.41701298755291,-1.8820283156603
-8.02275628048298,0.92661740958994
0.40093368095043,0.233882482650929
-7.4997817893636,1.00033452689951
5.30583315890911,0.584336485269719
-6.71856039959309,-0.556263242360897
-6.18824929195759,-2.02294108688528
1.61731117766979,-5.69270882427389
-6.24212569195149,-1.97077128708059
-2.24484271007893,3.80929532230204
-8.86052674251911,1.8407385605604
3.28114825290325,0.556427683237248
0.821156559406545,6.56091561496561
-6.13784474331257,-0.938729439374752
2.220380602299,1.19878807246988
