RowOrder,GeneID,Cluster
5252,EPS8,Late2
5253,FGD4,Late2
5254,BBIP1,Late2
5255,ACVR2A,Late2
5256,CLEC6A,Late2
5257,AVPI1,Late2
5260,CLEC2B,Late2
5261,FAR1,Late2
5263,FERMT2,Late2
5265,CXADR,Late2
5267,CLTC,Late2
5271,CFLAR-AS1,Late2
5273,AICDA,Late2
5276,ACP2,Late2
5277,CYTH3,Late2
5278,FZD5,Late2
5279,CD109,Late2
5280,ADGRE1,Late2
5281,CCDC80,Late2
5282,GALNT11,Late2
5283,ADM,Late2
5284,C5orf15,Late2
5285,AQP3,Late2
5286,CLTA,Late2
5287,ADAM9,Late2
5288,BLVRA,Late2
5289,ENTPD6,Late2
5290,CFL2,Late2
5291,BCL6,Late2
5292,FMOD,Late2
5293,FAM50A,Late2
5294,ANKRD17,Late2
5295,DQX1,Late2
5296,ATG5,Late2
5297,ARHGAP20,Late2
5298,CLOCK,Late2
5299,AP3S1,Late2
5300,BEND7,Late2
5303,C15orf48,Late2
5304,GABRA4,Late2
5305,C2orf68,Late2
5306,FZD7,Late2
5307,FAM131A,Late2
5308,FAM177A1,Late2
5311,EVI5L,Late2
5312,AGPS,Late2
5313,DGKG,Late2
5314,CHMP4A,Late2
5315,ATP6V1F,Late2
5316,CDKL5,Late2
5320,ALG1L9P,Late2
5323,CFAP53,Late2
5324,CCNI,Late2
5325,ERMARD,Late2
5326,EPN2-AS1,Late2
5327,CCDC144NL-AS1,Late2
5330,FAM20A,Late2
5331,EAPP,Late2
5333,DRAIC,Late2
5334,BFSP2,Late2
5335,EFEMP2,Late2
5336,EVC2,Late2
5337,DIDO1,Late2
5338,ATG4B,Late2
5339,CXXC5,Late2
5341,ATRX,Late2
5342,DENND1B,Late2
5343,CCDC112,Late2
5344,CCDC15,Late2
5345,CCDC7,Late2
5346,EMSY,Late2
5347,FOXN3,Late2
5348,EFCAB11,Late2
5349,ARID3B,Late2
5350,DDX58,Late2
5351,B4GALT4,Late2
5352,ADAMTS10,Late2
5353,CHMP5,Late2
5354,CEP135,Late2
5355,CCDC183,Late2
5356,FLJ31104,Late2
5357,CCDC88B,Late2
5358,DCLRE1C,Late2
5359,AKTIP,Late2
5360,APIP,Late2
5363,ANKRD50,Late2
5364,BNIP3L,Late2
5365,CD74,Late2
5368,EPB41L1,Late2
5369,CHD6,Late2
5370,AKT3,Late2
5371,CARF,Late2
5372,C2,Late2
5373,FICD,Late2
5374,FAM185A,Late2
5375,ARID4A,Late2
5376,FBXW4,Late2
5377,CDK19,Late2
5378,CTNNBIP1,Late2
5379,EXOC6,Late2
5380,FBXO33,Late2
5381,FBXO24,Late2
5382,ANO6,Late2
5383,FAM174A,Late2
5384,DYRK1A,Late2
5385,CDK13,Late2
5386,BTBD8,Late2
5387,FAM214A,Late2
5388,ARID4B,Late2
5389,DERA,Late2
5390,EAF2,Late2
5391,C4orf33,Late2
5392,CLYBL,Late2
5393,CCDC125,Late2
5394,ARV1,Late2
5395,FARP1,Late2
5396,AHDC1,Late2
5397,AAK1,Late2
5398,DDB2,Late2
5399,FAM222B,Late2
5400,CTIF,Late2
5401,ANKIB1,Late2
5402,DYM,Late2
5403,CCSER2,Late2
5404,CMTM8,Late2
5405,FOXP1,Late2
5407,DTWD2,Late2
5408,ARID5B,Late2
5409,FRYL,Late2
5411,CLMN,Late2
5412,ATF2,Late2
5413,FBXO34,Late2
5414,CYFIP1,Late2
5415,FYCO1,Late2
5416,FOXJ2,Late2
5417,DNASE2,Late2
5418,B3GNT2,Late2
5419,ARIH1,Late2
5421,GAPVD1,Late2
5423,FUT5,Late2
5424,C6orf99,Late2
5427,ECT2L,Late2
5428,ANKRD18B,Late2
5430,CAPN8,Late2
5432,FBXO17,Late2
5434,CAPS,Late2
5435,C1orf50,Late2
5436,C1QL3,Late2
5438,CYSRT1,Late2
5439,DCAF4L1,Late2
5440,ADCY10,Late2
5441,BRCC3,Late2
5442,C1D,Late2
5443,ETFBKMT,Late2
5444,EMC9,Late2
5445,CNOT11,Late2
5446,CMYA5,Late2
5447,ABCC11,Late2
5448,BLOC1S3,Late2
5449,CWF19L1,Late2
5450,C8orf37,Late2
5451,ACTA2-AS1,Late2
5452,ACTL10,Late2
5453,ATAD3C,Late2
5454,C22orf39,Late2
5456,DUSP7,Late2
5457,ANKS3,Late2
5458,CLTB,Late2
5459,CELSR3,Late2
5460,APOL1,Late2
5461,CACNA2D1,Late2
5462,C1orf56,Late2
5463,CH17-340M24.3,Late2
5464,CHMP2B,Late2
5465,CAHM,Late2
5467,ATP6V1D,Late2
5468,ATXN1L,Late2
5469,CAAP1,Late2
5470,DNAJC1,Late2
5471,CERS4,Late2
5472,DNMBP,Late2
5474,BCORL1,Late2
5475,C3orf38,Late2
5476,CAMK2D,Late2
5477,ADGRD1,Late2
5479,EHBP1L1,Late2
5482,ATP11B,Late2
5483,CALML4,Late2
5484,AEBP2,Late2
5485,CNOT2,Late2
5487,APOOL,Late2
5488,EFNA3,Late2
5490,CCNYL1,Late2
5492,DENND2D,Late2
5493,FKBP14,Late2
5494,C18orf25,Late2
5495,ELAVL4,Late2
5496,DCUN1D4,Late2
5497,EPB41L4A,Late2
5498,AGRN,Late2
5499,AK4,Late2
5500,CYSTM1,Late2
5501,AP1AR,Late2
5502,APCDD1,Late2
5503,ETV1,Late2
5504,FBXO27,Late2
5505,ALDH1L2,Late2
5506,ANO8,Late2
5507,FRRS1,Late2
5508,EFNA5,Late2
5509,CDC42BPA,Late2
5510,GABRB2,Late2
5511,ADAMTS12,Late2
5512,BCL2L1,Late2
5513,CAMKMT,Late2
5514,ERRFI1,Late2
5515,ASTN2,Late2
