RowOrder,GeneID,Cluster,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11
1,CENPC,Early,-0.309478958,1.160457096,-1.297342698,0.635089097,-0.000828739,-0.514654991,-0.661710861,0.52576133,0.164266327,1.11761576,-1.971700357,1.152526994
2,DMTF1,Early,-1.265754036,0.560078378,-0.365568121,-1.195063384,1.166083011,1.535342892,-0.409223752,-0.360290538,-0.625455511,0.627838808,1.320902099,-0.988889847
3,F12,Early,1.380536725,-0.151614059,-0.433618819,-0.642461082,-0.825250822,-0.038341273,1.187509758,0.353223901,0.408110788,1.432052207,-1.820214455,-0.849932869
4,GAL3ST3,Early,1.090153907,0.473626507,1.728567975,0.130999291,0.208790751,-0.380159136,1.263093891,-0.143311311,-1.092940469,-1.092940469,-1.092940469,-1.092940469
7,DHH,Early,1.567348872,-0.643527142,1.845575069,-0.643527142,-0.643527142,-0.643527142,0.468502829,-0.643527142,1.266790362,-0.643527142,-0.643527142,-0.643527142
8,DUOX1,Early,-0.140956992,0.178463578,-0.732482572,-1.820119473,-0.05111919,1.912936837,0.303656221,-0.042985784,-0.772468002,-0.539795331,0.144783254,1.560087454
9,CTSV,Early,-0.043498343,2.809562617,-0.607952657,0.829846949,-0.607952657,-0.489249596,-0.489088088,0.217923228,-0.607952657,0.204266519,-0.607952657,-0.607952657
10,C1R,Early,-0.083342493,-0.148123804,2.169244911,-0.466690703,1.523782409,-1.455144002,-0.179368202,-0.261512427,-1.149568755,-0.059570614,0.352326705,-0.242033026
14,FRMPD2,Early,0.382152228,0.000168072,-0.133209091,2.101378446,0.369786657,-1.093671047,-1.093671047,1.167644479,0.150233785,-1.093671047,0.336529613,-1.093671047
15,CCL26,Early,-0.427309483,-0.427309483,-0.370293476,-0.427309483,0.501205004,-0.427309483,-0.427309483,-0.427309483,0.275043791,-0.427309483,3.012520547,-0.427309483
16,AQP5,Early,0.330443273,0.63609645,-0.972330912,1.068411996,-1.156564707,-0.282086196,2.056206277,0.474113341,-0.935485008,0.365467842,-1.156564707,-0.427707648
18,CHRM5,Early,-0.071305128,-0.682983339,1.085357843,0.025372122,-1.238896398,-1.238896398,-0.624237,-1.238896398,1.391139745,0.531396471,1.108664288,0.953284192
20,C22orf23,Early,-0.278926774,-0.854877673,0.466215462,-0.089968781,-0.58382956,-1.162102841,-1.162102841,0.361149085,1.566665665,1.89020787,-0.690517925,0.538088313
21,FMR1,Early,0.252704527,1.038730523,-1.366312877,-0.069932106,-0.839718589,-0.278130166,-0.636776792,-0.86174093,-0.57489089,0.999419478,2.167226254,0.169421568
22,ERP29,Early,-0.843618003,-0.534945355,0.119656281,1.309250426,-0.912145287,0.814028254,-0.171055002,0.348146405,0.331175498,-0.835823569,-1.507896145,1.883226497
23,FLJ20021,Early,-1.574254496,-0.13019748,1.153488414,-0.121350416,-1.438937598,1.200102294,-0.608106173,-0.245812126,0.930414353,-0.908394268,0.806147864,0.93689963
24,GADL1,Early,1.06593947,1.482787961,-0.898224521,0.714280599,-0.642324989,-0.659307247,0.00203868,-0.781699525,-1.011657535,1.685199472,0.054625169,-1.011657535
25,C2orf15,Early,-0.407399453,-0.580641757,-0.175131505,-0.610276667,1.709276205,-0.418178982,-0.265193454,-0.650091269,-0.148914068,-0.677972809,2.444225025,-0.219701267
26,B3GAT2,Early,0.262803692,0.061640583,0.567638301,-0.137144796,-1.125942245,0.749234495,2.314821697,-0.028570219,-1.694132905,-0.574549583,0.046310186,-0.442109206
28,ALDH3A1,Early,1.060737714,0.884790949,0.768992229,0.092600435,-0.9830157,-0.9830157,1.903758724,-0.9830157,-0.9830157,0.189596285,-0.9830157,0.014602163
30,ADD2,Early,1.192008098,1.359392423,-0.439756441,-0.098394511,-1.607371332,0.158563335,0.023219747,0.336008366,-0.649499841,1.208378642,-1.696489409,0.213940924
31,BCR,Early,0.082694837,0.331991836,-0.154078197,0.279499903,-1.178454689,1.138626218,0.435991947,-0.244983932,-0.560297208,1.182518498,-2.280148472,0.966639261
32,AK3,Early,-0.137443905,1.059773941,-1.093000807,0.805440338,-1.254099629,-0.802640769,-0.467596285,0.941019401,0.267565879,1.235205119,-1.490070148,0.935846864
33,ATP8B3,Early,-0.005830224,0.014794465,-0.697424981,-0.943910736,2.140101616,0.071939323,-0.533825912,-0.516891686,1.816192949,0.065801552,-1.011045793,-0.399900573
35,FOXP4,Early,1.182751761,1.116056451,-0.53782202,1.382366168,-1.495742331,-0.478323002,-0.730439422,0.883065795,0.285042906,0.056778146,-1.505463239,-0.158271213
36,ELF1,Early,-0.197357456,-0.687268633,0.229952855,-1.217339442,0.979333872,1.104204363,0.842539061,-0.931550618,1.708191088,0.116631938,-1.403968958,-0.54336807
37,AFAP1L2,Early,-0.513302062,-0.052490514,-0.291292648,0.585231062,-1.398166797,1.698717782,0.390180655,-0.350565037,-1.009345066,0.434520933,-1.135071692,1.641583383
38,BRD1,Early,0.915219831,1.445965747,0.07116376,0.201144955,-1.054665164,0.011933172,0.568598471,0.247009385,-0.965937267,0.919383763,-2.171519303,-0.18829735
40,DENND5B-AS1,Early,-0.017824391,0.062618259,0.1091812,0.417259209,-0.819482812,-0.265331074,-0.819482812,-0.819482812,-0.819482812,-0.819482812,2.20704082,1.584470039
41,CHPT1,Early,0.029262064,-0.055948225,-0.170734203,0.883526429,-0.919600093,-0.962804034,-0.384019481,0.256932273,-1.226949015,-0.529346342,2.454245993,0.625434635
42,CLMP,Early,-0.435767973,-0.431730012,-0.017008639,0.114441185,0.567997621,-0.451748973,-0.744387252,0.297317509,-0.978713213,-0.978713213,2.722622586,0.335690373
43,FAM131C,Early,-0.003394759,-0.527731167,0.87040354,0.001844076,-0.820590445,1.245285472,2.227757895,0.288787167,-0.820590445,-0.820590445,-0.820590445,-0.820590445
44,C16orf86,Early,-1.488288803,-0.267901027,0.548776864,-0.293537088,-0.761939198,1.613818845,0.728730699,0.00059164,-0.713554103,1.443740174,-1.323898488,0.513460485
45,FAM66C,Early,0.379886799,0.367990841,-1.036491883,0.751882804,-0.922595415,-0.028156766,-0.808977959,0.11857257,-0.508150114,0.388673867,-1.127448487,2.424813742
46,CASP8AP2,Early,1.069541955,0.898875729,-1.307094554,0.573757885,-0.778705489,-0.65616257,-1.307165885,1.10674222,-0.845739463,1.175513399,-0.650466647,0.720903423
47,CTDSPL2,Early,0.326672965,1.040493069,-1.015961619,1.209731446,-0.510917933,-0.259544746,-0.715335462,1.094305451,-1.164337681,0.449790403,-1.572059811,1.117163919
48,EBF4,Early,-0.024124261,1.663082436,-0.435994104,1.40741803,-0.701015992,-0.812176121,0.075407565,-0.253002807,1.139024153,-0.567111576,-1.773036403,0.281529082
49,FKBP5,Early,1.044611372,-0.081972097,-0.194285532,-0.182904398,2.220468702,-1.337319467,-1.008538684,0.684707409,0.055092189,-0.220763254,0.250350978,-1.229447219
50,FAM66D,Early,-0.171864964,-0.212277188,-0.447743925,-0.298226084,-0.670544209,1.230897801,0.212072351,0.522700021,-0.601631444,1.45376958,-2.14570044,1.128548501
51,CCDC171,Early,0.338835403,0.801460791,-0.905940769,0.748585883,-0.022468355,-0.26985115,-0.732146982,-0.10715493,-0.521407236,0.360355715,-1.818862539,2.128594169
52,FLT3,Early,-0.20176666,0.211392233,-0.089154097,1.780346769,0.263747572,-0.775940059,-0.244508887,2.046988627,-0.664616723,-0.888755614,-1.243408011,-0.19432515
53,CELSR2,Early,1.165620758,1.564737966,-1.288081791,-0.181015924,-1.350051132,0.044117803,-0.076931293,0.449430433,-0.091851863,1.340111902,-1.24747228,-0.328614578
54,ARID1A,Early,0.504972036,1.915649605,-1.627383683,-0.497930525,-0.168913154,-0.977341163,-0.852736005,-0.592959339,0.805824469,0.790092381,0.896889644,-0.196164267
55,CNFN,Early,-0.469448603,-1.224376732,1.240077224,-0.914186194,0.500084673,0.758148423,1.263141046,0.141148251,0.434119275,-0.525481493,-1.881886983,0.678661112
56,CDK5RAP2,Early,0.442782627,1.53745385,-1.097772607,0.740902656,-0.841670602,-0.787094842,-1.015113577,0.203960974,-0.709942879,1.127611889,-0.903072536,1.301955047
57,FRMPD3,Early,-0.429056319,2.971378885,-0.429056319,0.202226931,0.687901056,-0.429056319,-0.429056319,-0.429056319,-0.429056319,-0.429056319,-0.429056319,-0.429056319
58,C18orf54,Early,0.148044852,0.798053596,-0.935532423,1.324460607,-0.114804791,-1.016153982,-1.124150215,0.504445783,-1.185333107,0.698804236,-0.742138732,1.644304176
59,C5orf34,Early,0.115603374,0.444279718,-0.814618082,1.399230124,-0.668235546,-0.686195593,-0.625847157,0.283056438,-1.020865249,0.518575717,-1.039492,2.094508256
60,ERICH6-AS1,Early,0.428755299,-0.000988897,1.384881864,0.366925313,0.504861808,-0.065113068,1.809881792,-0.76703748,-0.079535741,-1.592066588,-1.238507483,-0.752056819
61,ABLIM1,Early,-0.168149475,-0.758246258,2.142122787,-0.605614379,-1.279830343,1.234110659,0.176790192,0.140486683,-0.451047186,0.986267572,-0.865587054,-0.551303198
62,DPYSL2,Early,0.657582564,1.133117837,-1.058704303,0.41405728,-0.940782043,0.051377946,0.110114594,-0.237368075,-1.542682297,1.196478332,-1.156550379,1.373358543
64,ATF7IP2,Early,1.107683908,-0.632810486,0.854188724,-0.745653679,-0.12500258,0.998519771,1.087347391,0.255604197,0.026244815,0.298383403,-2.216330553,-0.90817491
65,BRF1,Early,0.622528024,0.436526509,-0.655253158,-0.179927905,-0.798918077,0.202172079,-0.075655398,-0.290739117,-0.688333225,1.74657697,-1.835132897,1.516156195
66,CCDC24,Early,-0.63506405,-0.27983549,2.089959263,-0.109653294,-0.537353216,0.06011743,1.636983587,-0.926963259,-0.816261986,0.234566188,-1.173448746,0.456953574
67,FBXO15,Early,-1.001922021,-0.923768543,-0.18955239,-0.400224607,1.177103149,-0.455119098,-0.523262972,-0.574308478,1.428812488,0.718221803,-1.027315121,1.771335789
68,FAM227B,Early,-0.62437192,-0.88669149,-0.56495063,1.599429408,-0.496865817,-0.163596858,1.173317656,1.808714504,-0.526213545,-0.055850313,-1.319692848,0.056771854
69,FN3K,Early,0.35855499,0.169679944,-1.106223459,-0.212043333,-1.065282277,0.657216854,-0.65694881,0.608870527,1.364922056,1.078386705,-1.914316364,0.717183167
70,C2orf91,Early,-0.225121343,-0.308411631,-0.308411631,-0.308411631,-0.308411631,-0.308411631,-0.171529325,-0.308411631,-0.308411631,-0.308411631,3.172355349,-0.308411631
71,DLGAP4-AS1,Early,-0.830466883,-0.112636505,0.000292981,-0.315843268,0.537275512,-0.653135617,0.375080494,-0.447510171,0.613736993,2.260531422,-1.861785993,0.434461035
72,CEP192,Early,0.324823393,1.304053297,-1.469770681,1.294553161,-0.47686957,-0.986267167,-1.38593755,0.233391035,-0.371779795,0.983046528,-0.4051181,0.955875448
73,DNAH6,Early,-0.488383407,-0.914379839,-0.340861584,0.894728482,2.440167919,-0.436956801,-0.536807798,0.027905356,-0.709525331,-0.372829738,-0.739778533,1.176721274
74,EML6,Early,1.454418312,-0.368003059,0.918484113,0.658411319,0.03166135,1.533236818,-0.445789254,-0.629420533,-1.200565985,0.448698887,-1.200565985,-1.200565985
75,ENTPD5,Early,0.453707876,0.593409947,-1.247601502,-0.161195535,-0.483418427,-1.193886778,0.428341722,-0.394473229,0.746799182,2.051480895,0.546958583,-1.340122734
77,CDYL,Early,0.464566027,0.885821995,-0.033922419,-0.642279083,-1.056487851,-0.162041269,0.819682388,-0.108170664,1.691483603,0.957811975,-1.495017476,-1.321447228
78,FAF1,Early,-0.391407856,0.51199083,-0.591219406,1.639522366,-0.550953638,-0.449329951,-0.804838766,0.04930873,-0.789095939,0.324314005,-1.072667734,2.124377358
80,AGAP1,Early,1.011039759,1.439802363,-0.179161397,0.09650266,-1.4921895,-0.30240496,0.454640126,0.137439519,-0.980205178,1.385200209,-1.562061089,-0.008602512
81,EVC,Early,0.401021945,-0.511945654,0.431469983,-0.626613193,0.392033753,0.392927501,0.251209183,-0.318389951,1.344668483,0.177113212,-2.672182697,0.738687434
83,DCLK2,Early,0.887850724,1.526153585,-0.891223662,1.417945509,-1.268894921,-1.05284412,0.714090815,0.058781467,-1.093503146,0.20526674,-0.74225497,0.238631979
84,DAND5,Early,-0.471992345,0.490246822,-0.808219241,-0.302550418,-0.808219241,-0.154755368,0.122913279,-0.808219241,-0.808219241,-0.297594052,1.53173622,2.314872825
85,ATP13A4,Early,-0.206764784,-0.207415934,-1.144570936,-0.236728268,0.045209785,1.751917912,0.625934224,-0.656471262,1.241216271,-1.688727187,-0.519506874,0.995907051
86,BOLA3-AS1,Early,0.714741716,0.743752453,1.32366335,-0.408098696,-0.305848444,0.324480354,1.072272448,0.927358229,-0.586156121,-0.669838387,-1.789770555,-1.346556347
87,CD27,Early,-0.01438002,-0.313263042,0.014713423,-0.038517855,-0.625555706,-0.239253241,3.088583536,-0.114983285,-0.625555706,-0.597216475,-0.330361276,-0.204210354
90,CCM2L,Early,-0.161498498,0.030831822,-0.487101751,-0.189213195,-0.487101751,-0.365558711,-0.487101751,-0.487101751,-0.487101751,0.265208685,-0.225798563,3.081537216
92,CCDC73,Early,0.917359071,0.510113641,-0.347354525,0.961846948,0.009820663,-0.824617151,-0.824617151,-0.824617151,-0.824617151,-0.250278917,-0.824617151,2.321578876
94,CCDC87,Early,-1.427048049,-0.302100465,1.211295422,-0.380226703,-0.832933828,-0.57673493,0.761128513,0.49369736,-0.530119903,1.913870044,-1.005757567,0.674930108
95,ATG10,Early,0.381073828,0.794900765,0.015064221,0.346592402,-1.082537739,0.011246967,0.18620943,0.975490852,-1.459570012,1.199173074,-1.995444179,0.627800392
96,CEP57L1,Early,0.354796941,1.740886758,-1.40501919,0.636684812,0.144085277,-1.389265198,-0.813377256,0.060401243,0.393879375,0.919383488,-1.227085385,0.584629135
97,ARL6IP6,Early,-0.302970506,0.024908606,-1.191715224,1.346858332,0.20007146,-0.36912273,-1.245913936,0.546634551,-1.040506628,-0.007619008,-0.09470633,2.134081411
98,ESYT2,Early,-0.997193401,-0.85232557,-0.635186613,-0.75447733,2.521610561,0.304472739,-0.174794025,-0.163311169,1.149315599,-0.649114394,0.015446903,0.235556701
99,CCDC134,Early,1.015779083,1.863034622,-1.94713804,-0.184106605,-0.167338317,-0.702172709,0.184393776,-0.079370956,-0.045671836,0.990625648,-1.054209827,0.12617516
100,AIG1,Early,-0.26266679,1.684688123,-0.933728837,1.602380756,-0.001245497,-1.747743391,-0.427259747,0.524539826,-0.965268105,-0.095743154,0.25324521,0.368801606
101,ATP2C1,Early,-0.844689732,-0.690491593,-0.019388812,-0.534799881,2.238546607,-0.274223442,-0.62355917,-0.400515938,1.540839997,-0.788004417,0.836165528,-0.439879148
102,CDKAL1,Early,1.201299401,1.440199334,-0.582614247,0.09518781,-1.210127363,-0.283156315,0.028275465,0.009505181,-1.358173263,1.541884517,-1.140238975,0.257958456
103,APBB2,Early,0.835740277,1.108728017,-0.27795419,0.350587531,-1.718824468,0.478989353,0.940005165,0.49886739,-1.958353592,0.560301411,-0.598917016,-0.219169878
104,ARL13B,Early,0.182049353,1.394422862,-0.103489833,1.022588945,-1.098642296,-0.906565383,-0.077294099,0.407209367,-0.672942314,0.553787905,-1.893296011,1.192171505
105,DDX11-AS1,Early,-0.002235599,-0.193098803,-0.586342361,0.177238306,-0.099165189,-0.044199606,-0.920481469,0.397304248,-0.920481469,0.324325498,-0.920481469,2.787617914
106,CENPP,Early,0.704386266,1.210613047,-1.161124118,1.07646854,-0.916447483,-0.791208499,-0.530285408,0.442623718,-1.043197671,0.978422491,-1.112565595,1.142314712
107,C22orf15,Early,-0.090632691,0.005403406,-0.355210914,0.504830964,-0.773314187,-0.119301947,-0.510320191,-0.381263426,-0.322804108,0.289890413,-1.107124707,2.859847387
108,BCL11A,Early,0.432817507,0.342824951,0.402405086,0.278712064,-1.089572852,0.608840556,0.621888177,0.137689022,-0.863171608,0.904038016,-2.524037461,0.747566542
109,BRI3BP,Early,1.063620426,0.808331307,-1.127317357,-0.557899915,-0.031074589,-0.147586501,-1.209435809,0.657991817,0.538163859,1.776827407,-1.476878808,-0.294741837
110,CNTLN,Early,0.71433738,0.933417606,-1.156206179,0.404620469,-0.350793626,-0.266344065,-0.968792108,0.253164549,-1.022111448,1.646777345,-1.348428217,1.160358295
111,ALDH7A1,Early,0.304775217,0.788886519,-0.45283064,0.440240615,-1.135357834,-0.255609984,-0.746290729,0.163795435,-1.140672045,1.820128401,-1.180210233,1.393145277
112,CTNNAL1,Early,0.8657798,1.279292668,-1.124278904,0.633970321,-1.105682244,-0.482710531,-0.594333131,0.14766885,-0.860562815,1.61765841,-1.107356168,0.730553744
113,CASC15,Early,0.761627088,0.403391375,0.700776032,-0.235254813,-0.581846005,0.16944794,2.394085531,-0.170643815,-0.664534684,-1.193868472,-0.310660013,-1.272520164
114,AKAP7,Early,0.997642237,0.728830209,-0.156729533,0.640594717,-2.017828304,-0.104945105,0.31102115,-0.000306867,-0.567461319,0.876728759,-1.680090368,0.972544423
115,CERK,Early,-0.303922677,-0.721407092,-0.095022917,-0.22579921,-0.644625633,2.27747449,1.019207282,-0.655900215,-0.804090783,0.745787117,-1.264857991,0.673157628
117,FAM66A,Early,-0.72150787,-0.452153425,0.020568942,-0.194771438,-0.476222368,0.818581793,2.432410309,1.065898772,-1.02419964,-0.009737686,-1.02419964,-0.434667749
119,CEACAM21,Early,-0.2447313,0.252955279,1.30417069,1.064671154,-1.473513036,0.652025819,0.981756294,0.226543766,-1.323223507,-0.736322539,-1.324034351,0.619701731
120,CALCOCO2,Early,0.278954021,0.866244622,-0.651733276,0.022694516,-2.046967107,0.771976368,0.538189407,-0.358992933,-0.770416676,1.458846841,-1.00684048,0.898044697
122,C2CD4C,Early,1.352504203,1.397397752,-0.237432533,-0.046304179,-1.013167772,-0.046738913,1.692587383,0.274187647,-1.013167772,-0.333530269,-1.013167772,-1.013167772
123,FAXC,Early,0.118998095,-0.681513755,-0.402608844,-0.360842091,0.154996259,-0.681513755,1.114557611,-0.398922553,-0.213892574,-0.681513755,-0.681513755,2.713769116
125,FAM167B,Early,0.821385106,-0.08693113,-0.013964483,-0.569850816,-0.321612005,0.871652462,2.512835625,-0.280325143,-1.112095683,-0.431487085,-1.112095683,-0.277511163
131,AK5,Early,-0.406955276,-0.299815705,-0.276480601,-0.501165744,0.273476413,-0.501165744,-0.367468985,0.061626409,-0.053304486,-0.501165744,3.073585207,-0.501165744
132,FAM27C,Early,1.410691527,-0.092475435,0.422364931,-0.05161154,-0.690479793,0.192863273,1.219481865,0.269905782,0.054114917,0.287061496,-2.53445109,-0.487465933
133,FLG-AS1,Early,-0.690922221,-0.637322119,1.378502153,-1.216808231,-1.476438495,-0.233515044,-0.590700174,0.425792578,-0.238964144,0.934787753,0.792591905,1.552996037
134,FAM163B,Early,-0.132018432,-0.836025685,1.835336448,-0.06693543,0.450727105,0.199796972,-0.382817746,1.398420521,0.829357538,-1.512345022,-0.896104939,-0.887391331
135,DYDC1,Early,-0.131892739,0.375121892,-0.220021684,-0.155484086,-0.601045278,-0.384051866,0.095034889,-0.196004421,-0.601045278,3.021479128,-0.601045278,-0.601045278
136,DYDC2,Early,0.278521059,1.367554089,0.207454883,0.127769394,-0.857746364,-1.025427382,0.078065372,0.23774557,-1.025427382,2.1786537,-1.025427382,-0.541735555
137,AXDND1,Early,-0.325008976,-0.812544588,-0.812544588,0.270489895,1.352455302,0.529739215,-0.812544588,1.293400327,-0.812544588,-0.812544588,-0.812544588,1.754191766
140,ASIC4,Early,-0.462560452,-0.231253073,-0.207524342,-0.788870649,1.878360045,-0.231452735,-0.788870649,0.033449478,2.13520343,0.241260243,-0.788870649,-0.788870649
141,CYP4F3,Early,-0.484660843,-0.450960472,-0.413554993,-0.466531419,1.005495994,-0.450209296,-0.102997348,-0.515918835,0.056881996,-0.515918835,2.854292885,-0.515918835
142,C19orf33,Early,-0.209760758,-0.754659577,1.517755053,-0.673817468,1.420507261,-0.581661347,0.609343264,-0.834331329,1.250673837,0.3302831,-0.600931268,-1.473400768
143,FAM71C,Early,0.356187932,0.394187951,0.500976086,-0.241465252,-1.548473419,1.376366645,0.707060353,-0.076250033,-1.432779096,0.692905244,-1.550122222,0.821405812
145,ASAH2B,Early,0.431825143,-0.123594237,0.407003827,1.217188759,-0.723481443,-1.351201311,1.428705085,0.670913081,-1.351201311,0.809284335,-0.064240617,-1.351201311
146,CDK18,Early,-0.337323636,0.077327557,0.26776078,-0.959886298,-0.820906805,1.512874319,-0.772742759,-0.364544929,1.691340923,0.86524499,-1.5576733,0.398529158
148,ETFA,Early,0.594336318,0.173214632,0.359383765,-0.136596894,-0.482897027,0.719763205,0.753223281,0.274256235,0.212473621,1.199158483,-2.493110084,-1.173205535
149,AGPAT4,Early,-0.287912911,-0.497521591,1.350474813,-1.465717798,-0.469868221,1.224732794,0.150390681,-0.408060618,1.750124113,0.226707021,-0.32001192,-1.253336363
150,CNTD1,Early,-0.075532526,-0.527614327,0.197516217,-0.959190492,-0.177334939,2.555252078,-0.409967877,0.086788079,-0.209913566,-0.917607533,1.22842512,-0.790820234
152,ALDH3B2,Early,-0.490489559,-0.613315386,0.585868435,-0.613315386,-0.613315386,0.088157236,2.763114866,0.014593184,0.718648156,-0.613315386,-0.613315386,-0.613315386
153,ARHGAP28,Early,1.083277313,-0.056285196,-0.481412717,2.209333666,-0.972059716,-0.972059716,0.638700882,0.242297447,-0.972059716,-0.338780871,-0.972059716,0.591108342
155,DPP9-AS1,Early,0.246316259,-0.005764803,-1.042712122,0.156230963,0.981292502,-0.041405329,-0.193634264,0.006366771,-1.042712122,-0.54250467,2.521238939,-1.042712122
160,ACSS3,Early,-0.524448125,-0.524529181,-0.470165397,-0.523846305,2.515232261,-0.492834317,-0.532879443,-0.522022104,1.063168791,-0.522915373,1.068118634,-0.532879443
161,AUTS2,Early,0.805766443,1.035981067,0.286834584,0.300948889,-1.821966707,0.132921438,0.819101672,0.300635023,-1.263034277,0.879867261,-1.617683912,0.14062852
163,ABHD12,Early,0.300675813,0.848841502,-0.60303722,0.41155784,-1.15831889,0.094607261,-0.148507123,0.50560122,-0.634120477,1.186385937,-2.118687772,1.31500191
164,BDH2,Early,0.50230526,0.467040943,0.78307334,-0.03585606,-1.240214416,0.83319917,1.355669517,0.463945048,-1.06678214,0.473839353,-1.992982866,-0.543237148
166,FAM171B,Early,-0.114889322,0.185226248,1.64645293,0.541983108,-1.205743602,0.417250235,0.943833209,0.611780308,-1.4377634,-0.377799718,-1.632925064,0.422595069
167,FSTL4,Early,0.237427213,0.116434751,2.499254051,-0.546121244,-0.546121244,-0.546121244,1.515853935,-0.546121244,-0.546121244,-0.546121244,-0.546121244,-0.546121244
168,ARID1B,Early,0.178772473,0.427540231,0.089191615,-0.345351152,-1.150158387,1.33100395,-0.115132988,0.481382789,-0.54651943,0.664992584,-2.248817831,1.233096145
169,DZIP3,Early,1.213039488,0.467303898,-1.05497996,0.516236259,-1.227296493,-0.981867153,-1.080182039,0.989658085,-0.267761972,1.606066124,0.478556857,-0.658773095
170,CYB5RL,Early,0.660416051,1.183761465,-1.303868722,0.289220567,-0.406429462,-0.591952739,-0.826011887,0.545724989,-0.241458935,1.724554662,-1.59313068,0.559174691
172,CARS2,Early,1.163377514,0.412659641,-0.708181434,-1.53021515,-0.471094886,-0.022663937,-0.02699946,-0.077943625,0.373353199,2.070146578,0.208767471,-1.39120591
173,FZD2,Early,1.087561681,0.341792055,1.069387938,0.033617303,-0.346391584,0.103197782,0.405761724,0.64312294,-1.255019842,0.805266119,-2.296241051,-0.592055065
174,ERO1B,Early,-0.5755158,-1.024762702,0.036618153,-0.764765028,0.064157083,1.87441973,0.016410179,-0.457957841,1.482978239,-0.961342083,-0.877955307,1.187715378
175,CNOT10,Early,0.606194794,1.58728446,-1.074913226,1.13082489,-1.123388863,-0.784337314,-0.839841764,0.010347291,-0.052997477,0.630175251,-1.204911627,1.115563586
176,DENND5B,Early,0.984561925,1.176874697,-0.653056123,0.388081188,-1.233635512,-0.729282008,-0.349912654,0.305034312,-1.367320443,1.182176035,-0.967167739,1.263646323
177,ABCB10,Early,-0.938148245,-0.712489206,-0.537671423,-0.170430558,1.023687984,-0.286062532,-1.819546889,0.271122842,-0.067470305,0.345162658,0.958584491,1.933261183
178,CTPS2,Early,0.904629633,0.853769443,-0.213169345,0.398250604,-1.648555435,0.109089305,-0.019380525,0.706106267,-0.139398182,0.292590018,-2.225299478,0.981367694
179,CAPRIN2,Early,0.689830924,1.953424761,-0.39977968,-0.472197325,-0.634364274,-0.797208465,-0.232035946,-1.033701362,-0.549591291,1.894195779,0.096901595,-0.515474715
180,CD200,Early,0.057403083,-0.385895181,1.370897751,0.936778697,-0.776230085,-0.776230085,2.167150403,0.283645068,-0.776230085,-0.548829399,-0.776230085,-0.776230085
181,ACP6,Early,-0.078627963,-0.837921579,1.366231695,-1.217285361,-0.014476094,0.564027402,1.162427314,0.758555943,0.651259634,0.461678296,-1.188269395,-1.627599894
183,DENND6A,Early,-0.316264271,0.491378037,-1.644545547,-0.417380895,0.845468549,-0.366447517,-1.262010305,-0.253587294,0.609547609,-0.618631258,1.797717015,1.134755878
185,FAM72A,Early,-0.644890528,-0.50481442,-1.035141203,0.181100385,0.396840106,-0.433283633,-0.602196964,-0.241440569,-0.641183064,0.417656312,0.319692027,2.787661553
186,ASIC3,Early,-0.173499287,-0.154142833,1.933824108,-0.961251269,-0.210300194,1.237241655,0.814580745,-0.454545564,-1.260668179,0.763835327,-0.274406331,-1.260668179
187,GABRG1,Early,-0.472677068,-0.472677068,0.027787608,-0.041263582,-0.472677068,-0.472677068,-0.472677068,2.899826345,-0.472677068,-0.472677068,0.895066171,-0.472677068
189,C9orf131,Early,-0.6924046,-0.457754571,0.893433514,-0.442061471,0.569590108,-0.138390745,-1.16693238,1.575752031,-1.16693238,-1.16693238,1.126337135,1.066295739
190,FHL2,Early,-0.727188311,-0.755291787,0.0687026,-0.007345107,1.84814282,-0.914953611,0.532046777,-0.467460012,0.445181342,1.808072511,-0.914953611,-0.914953611
192,ASPDH,Early,0.107302092,-0.687116989,1.711648621,-0.687116989,0.138976664,-0.687116989,2.00382109,0.848070453,-0.687116989,-0.687116989,-0.687116989,-0.687116989
193,BHLHA15,Early,-0.339973438,0.823780309,0.469346466,0.753828116,-1.14648082,0.960116703,1.219899704,1.217034121,-1.14648082,-1.14648082,-0.518108702,-1.14648082
198,ACTR1B,Early,-1.228857184,0.40037116,0.605813066,0.999677605,0.750853255,-1.086931934,0.005516724,-0.102646778,-0.008964183,-0.693544508,-1.503209801,1.861922579
199,CBLN3,Early,-0.201021141,-0.542004413,0.054611847,-0.902188012,-1.100459671,2.440763601,1.241485054,-0.486159967,-0.868724415,-0.139332612,0.217560347,0.285469383
200,B3GALT1,Early,-0.491924422,0.720580184,0.544953535,-0.39966541,1.800047733,-1.003516419,1.551749323,-0.035035256,0.323359988,-1.003516419,-1.003516419,-1.003516419
201,CCDC6,Early,1.10057531,0.069593209,0.766315623,-0.775899946,-0.436083088,0.102587828,1.882458888,-0.058347838,-0.407511183,0.504164026,-1.944578429,-0.8032744
203,FBXO48,Early,-0.741421334,0.026292657,-1.186460698,0.796681912,-0.061341039,-0.228810078,-0.911472307,0.730965905,-1.426804687,-0.137659893,1.543674101,1.596355461
204,C17orf67,Early,0.325314089,-0.150042324,0.661921379,0.50461753,-1.295275398,0.404836737,0.580789827,-0.168115251,0.137518746,-0.006484678,-2.428553323,1.433472665
205,ANKRD62P1-PARP4P3,Early,-0.20491003,-0.415390167,0.752721281,-0.517844703,-1.370214586,0.558050672,1.27692005,0.800936589,-1.370214586,0.881583253,0.978576811,-1.370214586
